,chi2,p_value,dof,odds_ratio,unique_count
ENSG00000175854,235.95108695652172,0.43368888431325714,233,,234
ENSG00000197045,52.02479952320107,0.4337794079265806,51,,52
ENSG00000140521,41.839363623862404,0.43421680932869267,41,,42
ENSG00000198585,17.29791402301921,0.43436558906543843,17,,18
ENSG00000113494,3.7941879121266617,0.43457540474838363,4,,5
ENSG00000159640,3.7941879121266613,0.43457540474838385,4,,5
ENSG00000269343,5.894119056174391,0.43515497327212904,6,,7
ENSG00000152795,174.36745169082124,0.43526838287205805,172,,173
ENSG00000183386,64.16310817805383,0.4355219779747653,63,,64
ENSG00000163563,227.776268115942,0.43575467386525946,225,,226
ENSG00000063241,16.234903381642514,0.4366899444444471,16,,17
ENSG00000183666,13.132461547004276,0.4376328416956816,13,,14
ENSG00000177733,2.7122850951974984,0.4381436066804174,3,,4
ENSG00000183060,10.02417703424737,0.4383747150808423,10,,11
ENSG00000071575,21.336482056590754,0.43856663469991175,21,,22
ENSG00000244734,285.0,0.4388327339666773,282,,283
ENSG00000131236,285.0,0.4388327339666773,282,,283
ENSG00000205542,284.99999999999994,0.43883273396667827,282,,283
ENSG00000158710,284.99999999999994,0.43883273396667827,282,,283
ENSG00000002586,284.99999999999994,0.43883273396667827,282,,283
ENSG00000130830,284.99999999999994,0.43883273396667827,282,,283
ENSG00000161570,284.9999999999999,0.43883273396667916,282,,283
ENSG00000077380,165.10265700483092,0.43925709944136193,163,,164
ENSG00000232070,6.899553695374537,0.439412787478644,7,,8
ENSG00000117362,82.26449275362319,0.4399180307022836,81,,82
ENSG00000213303,1.642213462865637,0.43994448458280866,2,,3
ENSG00000223579,1.642213462865637,0.43994448458280866,2,,3
ENSG00000227063,1.642213462865637,0.43994448458280866,2,,3
ENSG00000230772,1.642213462865637,0.43994448458280866,2,,3
ENSG00000042088,59.97769252628589,0.44004764931815316,59,,60
ENSG00000134986,71.10557920340531,0.4406744985106721,70,,71
ENSG00000198730,230.50120772946858,0.4412101071974468,228,,229
ENSG00000159593,230.50120772946855,0.4412101071974473,228,,229
ENSG00000110075,136.76328502415458,0.44141252104540063,135,,136
ENSG00000163349,93.33293794570969,0.44160203001873927,92,,93
ENSG00000103061,27.413209675092507,0.44168043051049327,27,,28
ENSG00000172409,13.077396953405021,0.4418512452206341,13,,14
ENSG00000174485,203.2518115942029,0.4423077452900489,201,,202
ENSG00000242607,3.738841629909682,0.4425018595434277,4,,5
ENSG00000180279,3.738841629909682,0.4425018595434277,4,,5
ENSG00000037280,3.738841629909682,0.4425018595434277,4,,5
ENSG00000173950,6.868949828520854,0.4426512592728019,7,,8
ENSG00000174444,268.65036231884056,0.4429818828085466,266,,267
ENSG00000204628,268.6503623188405,0.44298188280854756,266,,267
ENSG00000139631,18.18782762873882,0.4433450374342046,18,,19
ENSG00000164307,80.12902987281869,0.44338092044886507,79,,80
ENSG00000117090,27.378397358305683,0.4435289383214525,27,,28
ENSG00000165807,10.99082558870042,0.44403220486003014,11,,12
ENSG00000170634,80.09869659326182,0.44432457864451874,79,,80
ENSG00000089060,29.399789471235483,0.44439540823049867,29,,30
ENSG00000163002,35.50411922015183,0.4444639939184828,35,,36
ENSG00000147654,55.801498289316896,0.4444903534829809,55,,56
ENSG00000064933,70.97014888794781,0.4451462698871599,70,,71
ENSG00000105879,55.77549582933094,0.4454597788498649,55,,56
ENSG00000163898,167.82759661835746,0.44571227194273816,166,,167
ENSG00000135905,126.48636991028295,0.4459997717382381,125,,126
ENSG00000169894,10.966038967181198,0.4461128138044139,11,,12
ENSG00000250462,1.614236221305406,0.4461419470577158,2,,3
ENSG00000241043,1.614236221305406,0.4461419470577158,2,,3
ENSG00000118298,1.614236221305406,0.4461419470577158,2,,3
ENSG00000132005,8.89750581170358,0.44678868422597107,9,,10
ENSG00000170846,7.863115786527338,0.44695448760732825,8,,9
ENSG00000113163,86.06984702093399,0.4471686079857002,85,,86
ENSG00000215447,5.788228334812186,0.4473262618447579,6,,7
ENSG00000131051,252.30072463768118,0.44734393704027486,250,,251
ENSG00000114626,252.30072463768116,0.44734393704027536,250,,251
ENSG00000159131,84.03570350241546,0.44758159801748026,83,,84
ENSG00000157796,34.420289855072475,0.44763721907146437,34,,35
ENSG00000196476,106.24396135265701,0.44769585139198215,105,,106
ENSG00000128040,9.910858063031977,0.448348578388132,10,,11
ENSG00000102158,110.25351535541753,0.4484000736325516,109,,110
ENSG00000132964,17.082130716752953,0.448815268802733,17,,18
ENSG00000174243,66.81248223927254,0.4489012243192657,66,,67
ENSG00000090339,26.25780643788641,0.4490059316141077,26,,27
ENSG00000215717,31.34115155174938,0.4491196972735438,31,,32
ENSG00000211669,16.054114221749153,0.4491904310557841,16,,17
ENSG00000268171,3.6900575447570345,0.4495736492060983,4,,5
ENSG00000072501,120.2774003623188,0.44998485825051093,119,,120
ENSG00000198160,197.80193236714976,0.4505039587047483,196,,197
ENSG00000151576,37.35748792270532,0.452653969347678,37,,38
ENSG00000235399,9.849704302728409,0.453776845437748,10,,11
ENSG00000171471,2.620135989828439,0.4539703784293372,3,,4
ENSG00000135596,77.76117149758454,0.45428331275543715,77,,78
ENSG00000161013,162.37771739130432,0.4547394654718,161,,162
ENSG00000168610,246.85084541062798,0.4548143173890732,245,,246
ENSG00000142168,220.69142512077295,0.45523196230268637,219,,220
ENSG00000106462,79.74716758684148,0.4552996610879558,79,,80
ENSG00000105409,5.719063545150501,0.45538486526408894,6,,7
ENSG00000120885,285.00000000000006,0.4554595015611733,283,,284
ENSG00000124491,285.00000000000006,0.4554595015611733,283,,284
ENSG00000104904,285.0,0.45545950156117426,283,,284
ENSG00000161203,285.0,0.45545950156117426,283,,284
ENSG00000005961,285.0,0.45545950156117426,283,,284
ENSG00000204592,285.0,0.45545950156117426,283,,284
ENSG00000176783,285.0,0.45545950156117426,283,,284
ENSG00000122643,285.0,0.45545950156117426,283,,284
ENSG00000169756,285.0,0.45545950156117426,283,,284
ENSG00000110321,285.0,0.45545950156117426,283,,284
ENSG00000187514,285.0,0.45545950156117426,283,,284
ENSG00000148484,284.99999999999994,0.4554595015611752,283,,284
ENSG00000163737,284.99999999999994,0.4554595015611752,283,,284
ENSG00000068796,284.99999999999994,0.4554595015611752,283,,284
ENSG00000130429,284.99999999999994,0.4554595015611752,283,,284
ENSG00000064601,284.99999999999994,0.4554595015611752,283,,284
ENSG00000111348,284.99999999999994,0.4554595015611752,283,,284
ENSG00000113140,284.99999999999994,0.4554595015611752,283,,284
ENSG00000167077,54.49226267624996,0.4556564593150214,54,,55
ENSG00000173065,17.99625515475076,0.4558993322140579,18,,19
ENSG00000260231,8.794522706112343,0.45645385183222453,9,,10
ENSG00000150712,219.6014492753623,0.45682984473191174,218,,219
ENSG00000214199,2.6036797282181285,0.4568448081651807,3,,4
ENSG00000091157,64.55447601220703,0.4570790150206348,64,,65
ENSG00000177663,45.334937405589606,0.4579810253324746,45,,46
ENSG00000211895,88.72449611580046,0.45830431909190417,88,,89
ENSG00000197037,19.993444583797846,0.45833985579586634,20,,21
ENSG00000178162,9.797105032505325,0.4584708096451635,10,,11
ENSG00000221823,3.6267232237539764,0.4588731171444905,4,,5
ENSG00000101470,192.35205314009664,0.4589367894474141,191,,192
ENSG00000131495,28.095629860335745,0.45938847314933273,28,,29
ENSG00000042062,49.338139090177144,0.4595970714248231,49,,50
ENSG00000143774,230.50120772946855,0.4597216571083591,229,,230
ENSG00000149273,268.65036231884056,0.4601279444862462,267,,268
ENSG00000158856,268.65036231884056,0.4601279444862462,267,,268
ENSG00000172757,268.65036231884056,0.4601279444862462,267,,268
ENSG00000184983,268.65036231884056,0.4601279444862462,267,,268
ENSG00000170271,268.6503623188405,0.4601279444862472,267,,268
ENSG00000267169,21.982301382067874,0.4609455399388296,22,,23
ENSG00000170873,128.89988785369223,0.4610576102801762,128,,129
ENSG00000112159,66.45230859992431,0.4612387234947315,66,,67
ENSG00000136875,53.33326656696223,0.46133200843568184,53,,54
ENSG00000232160,8.742375971105357,0.46138708175867604,9,,10
ENSG00000228205,6.693568871108766,0.4614671468616208,7,,8
ENSG00000128185,53.3211514733254,0.46179687341275927,53,,54
ENSG00000129354,203.25181159420288,0.4620341156268224,202,,203
ENSG00000138768,113.73754528985506,0.4628345354201376,113,,114
ENSG00000123444,17.87636216613915,0.46382511570490403,18,,19
ENSG00000230228,11.769037540764607,0.4644023902978901,12,,13
ENSG00000166822,10.749928266798804,0.4644451827678767,11,,12
ENSG00000151461,130.76841787439616,0.46458009572738956,130,,131
ENSG00000196353,91.52928743961354,0.4647093491328988,91,,92
ENSG00000116977,214.15157004830922,0.46494375057053217,213,,214
ENSG00000122483,214.1515700483092,0.4649437505705327,213,,214
ENSG00000205436,6.6610938257636985,0.4649982552126034,7,,8
ENSG00000233147,49.19907915152482,0.4651495288590876,49,,50
ENSG00000196628,149.84299516908212,0.46519473970882597,149,,150
ENSG00000110852,106.592968396754,0.46556001550370574,106,,107
ENSG00000184903,42.120652948098616,0.46575100899728167,42,,43
ENSG00000018869,24.93495735343561,0.466023622197242,25,,26
ENSG00000158517,64.2539394985047,0.4675756346449108,64,,65
ENSG00000262151,6.63227992485239,0.4681432764194935,7,,8
ENSG00000207142,3.5640037990713376,0.46821339103252546,4,,5
ENSG00000066322,84.36658902691511,0.4682431449616739,84,,85
ENSG00000155330,72.28720303448566,0.4683271430368695,72,,73
ENSG00000243147,53.144570304896405,0.4685860382687893,53,,54
ENSG00000260228,11.716201078204861,0.46873269525985684,12,,13
ENSG00000242731,6.619988473037715,0.469488286948888,7,,8
ENSG00000205664,10.689412238325282,0.46963815626218475,11,,12
ENSG00000183741,7.636960552136669,0.4697113872725819,8,,9
ENSG00000108883,235.95108695652175,0.4702830797781687,235,,236
ENSG00000104805,235.9510869565217,0.4702830797781697,235,,236
ENSG00000143612,197.80193236714973,0.4705334150060032,197,,198
ENSG00000130725,55.1027520185129,0.47074393632224015,55,,56
ENSG00000104725,7.626061076604555,0.47082261824055105,8,,9
ENSG00000236559,7.626061076604555,0.47082261824055105,8,,9
ENSG00000113643,98.35766552998012,0.47084564202995366,98,,99
ENSG00000185658,104.37543133195308,0.4712084079884663,104,,105
ENSG00000125885,16.74483360171766,0.471779289770092,17,,18
ENSG00000249751,12.690477791489993,0.4719942399941144,13,,14
patient_id,285.00000000000006,0.4721449174564726,284,,285
ENSG00000163736,285.0,0.4721449174564735,284,,285
ENSG00000166710,285.0,0.4721449174564735,284,,285
ENSG00000087086,285.0,0.4721449174564735,284,,285
ENSG00000149925,285.0,0.4721449174564735,284,,285
Unnamed: 0,285.0,0.4721449174564735,284,,285
ENSG00000142669,285.0,0.4721449174564735,284,,285
ENSG00000187109,284.99999999999994,0.47214491745647447,284,,285
ENSG00000137076,284.99999999999994,0.47214491745647447,284,,285
ENSG00000150681,284.99999999999994,0.47214491745647447,284,,285
ENSG00000075624,284.9999999999999,0.4721449174564754,284,,285
ENSG00000206159,11.67433017092525,0.47217624171271233,12,,13
ENSG00000239881,2.5145933977455712,0.4726595018049651,3,,4
ENSG00000106991,34.90209638986813,0.4728552642981013,35,,36
ENSG00000237984,10.650863300935791,0.4729591183237448,11,,12
ENSG00000103227,15.715651314658878,0.4729763534731234,16,,17
ENSG00000163421,24.807991091836858,0.47317484318584435,25,,26
ENSG00000179088,17.733473824312334,0.4733361761513817,18,,19
ENSG00000100483,17.733473824312334,0.4733361761513817,18,,19
ENSG00000157680,41.943770903010034,0.4734138391411293,42,,43
ENSG00000102226,189.62711352657004,0.47348649622547734,189,,190
ENSG00000113552,38.919763536858405,0.47349079788366866,39,,40
ENSG00000135338,81.17790192636602,0.4735429917481842,81,,82
ENSG00000116701,170.55253623188403,0.47365365525446157,170,,171
ENSG00000112062,170.55253623188403,0.47365365525446157,170,,171
ENSG00000142609,19.73680227536645,0.4744985169539845,20,,21
ENSG00000258736,10.629222361627177,0.47482783441975096,11,,12
ENSG00000117226,42.91654871864766,0.4748935301772447,43,,44
ENSG00000012232,10.626769948359156,0.4750397989131987,11,,12
ENSG00000236480,3.518518518518518,0.4750681555471692,4,,5
ENSG00000025770,42.902180117133206,0.47551053379852704,43,,44
ENSG00000136877,35.84111901072525,0.476099105838086,36,,37
ENSG00000185220,13.641349198148005,0.47675813751478124,14,,15
ENSG00000157184,9.59323862442955,0.47687430948880494,10,,11
ENSG00000110171,15.657490548204162,0.47711024027881754,16,,17
ENSG00000213237,2.4894622023639035,0.477198509940142,3,,4
ENSG00000138279,268.65036231884056,0.4773269102141449,268,,269
ENSG00000125952,268.65036231884056,0.4773269102141449,268,,269
ENSG00000122862,268.65036231884056,0.4773269102141449,268,,269
ENSG00000010361,12.620772946859905,0.47751211195042864,13,,14
ENSG00000180423,8.570014761137951,0.4778731024858843,9,,10
ENSG00000127980,41.83921213412903,0.4779584682604673,42,,43
ENSG00000118412,57.925421467886295,0.47805800520430736,58,,59
ENSG00000164985,155.29287439613526,0.478270975709069,155,,156
ENSG00000006715,230.50120772946858,0.478293772903839,230,,231
ENSG00000264845,9.576732012616604,0.47837852211091214,10,,11
ENSG00000125812,12.603592423524326,0.4788759648016131,13,,14
ENSG00000112659,38.79369138959932,0.4791814738493365,39,,40
ENSG00000148356,41.80347856857136,0.4795140463184424,42,,43
ENSG00000242779,9.558654983732625,0.4800281894824463,10,,11
ENSG00000273344,4.494064803587581,0.48067793961722083,5,,6
ENSG00000245958,33.730029516491776,0.480784817919229,34,,35
ENSG00000139908,6.515994399555385,0.4809481405362033,7,,8
ENSG00000107018,11.567610245679303,0.4809994795372555,12,,13
ENSG00000253948,12.576473612952078,0.48103178555034753,13,,14
ENSG00000204116,18.622144877339892,0.48130500182093383,19,,20
ENSG00000186834,5.499051069703244,0.4815714032764573,6,,7
ENSG00000261377,44.757536864696604,0.48214373511226505,45,,46
ENSG00000158711,19.61058461058461,0.48251411292367496,20,,21
ENSG00000064309,2.4596953469236076,0.48261909079203025,3,,4
ENSG00000269388,2.4596953469236076,0.48261909079203025,3,,4
ENSG00000120265,252.30072463768118,0.48281552835701086,252,,253
ENSG00000197958,252.30072463768118,0.48281552835701086,252,,253
ENSG00000213625,252.30072463768113,0.4828155283570119,252,,253
ENSG00000238164,4.476775587361599,0.4829967858097861,5,,6
ENSG00000146282,165.10265700483092,0.48310687375821304,165,,166
ENSG00000128585,177.0923913043478,0.48390677901764223,177,,178
ENSG00000163930,120.9586352657005,0.4839613516391259,121,,122
ENSG00000171503,39.68773441953973,0.4841789508525495,40,,41
ENSG00000130598,17.57122051719238,0.4842167821213035,18,,19
ENSG00000204287,214.15157004830914,0.48422412983808844,214,,215
ENSG00000123009,3.4567043028873163,0.4844920133887398,4,,5
ENSG00000100575,39.657238760499645,0.4855437580580608,40,,41
ENSG00000101343,72.76613181504487,0.48570155409932503,73,,74
ENSG00000235513,22.573070799972974,0.4859193973386605,23,,24
ENSG00000103056,12.511836391201564,0.4861848433415813,13,,14
ENSG00000143106,119.86865942028984,0.48621007417141315,120,,121
ENSG00000118971,21.562455598181295,0.48624910086742357,22,,23
ENSG00000185607,2.439791133844842,0.48627049916214127,3,,4
ENSG00000130413,15.528846153846155,0.4862986343754109,16,,17
ENSG00000204482,156.92783816425123,0.48661315982658915,157,,158
ENSG00000100813,63.70932005985802,0.48673371658466896,64,,65
ENSG00000203705,109.82531055900623,0.48676221389694935,110,,111
ENSG00000177082,25.568168536699392,0.4870273420952379,26,,27
ENSG00000165359,41.61719476700574,0.48764240745795756,42,,43
ENSG00000225138,2.431718105363376,0.48775761885839786,3,,4
ENSG00000241741,2.431718105363376,0.48775761885839786,3,,4
ENSG00000102172,235.95108695652175,0.48865520226718095,236,,237
ENSG00000143622,235.9510869565217,0.48865520226718195,236,,237
ENSG00000172264,19.51302622498275,0.4887383507210622,20,,21
ENSG00000092098,16.498208491690153,0.48883124898637786,17,,18
ENSG00000163219,127.7709842995169,0.4890837476699758,128,,129
ENSG00000258486,1.4297658862876252,0.48924937843867145,2,,3
ENSG00000168038,69.65191511387165,0.48925470883805233,70,,71
ENSG00000168152,10.462333937198068,0.4893407274956908,11,,12
ENSG00000197586,66.6332482433026,0.489661477304936,67,,68
ENSG00000145949,7.438315585601508,0.49016191808417287,8,,9
ENSG00000107077,69.6104759400254,0.4906552806831567,70,,71
ENSG00000166428,36.5350516029864,0.4906654356527239,37,,38
ENSG00000111665,10.436464257322818,0.49160600604409765,11,,12
ENSG00000115539,54.54481843974597,0.49196486448533017,55,,56
ENSG00000185753,37.497627674258126,0.49251289903261586,38,,39
ENSG00000127483,159.65277777777777,0.492874746388044,160,,161
ENSG00000153037,2.4039443346508556,0.4929008084016533,3,,4
ENSG00000174368,2.4039443346508556,0.4929008084016533,3,,4
ENSG00000168140,2.4039443346508556,0.4929008084016533,3,,4
ENSG00000179562,7.405374982411707,0.4935924533591497,8,,9
ENSG00000215580,15.42717391304348,0.4936020421083501,16,,17
ENSG00000167645,268.6503623188406,0.4945467116235979,269,,270
ENSG00000137818,268.65036231884056,0.4945467116235989,269,,270
ENSG00000129562,268.65036231884056,0.4945467116235989,269,,270
ENSG00000155096,268.65036231884056,0.4945467116235989,269,,270
ENSG00000177954,268.65036231884056,0.4945467116235989,269,,270
ENSG00000125257,268.65036231884056,0.4945467116235989,269,,270
ENSG00000099817,268.65036231884056,0.4945467116235989,269,,270
ENSG00000113732,268.6503623188405,0.4945467116235999,269,,270
ENSG00000166233,36.43970994194781,0.49512096665729066,37,,38
ENSG00000147010,182.54227053140096,0.4956445439261723,183,,184
ENSG00000271329,2.388826954044345,0.49571787054742955,3,,4
ENSG00000152256,133.4933574879227,0.4961050709782954,134,,135
ENSG00000184922,61.43860595451339,0.49625330687070385,62,,63
ENSG00000149084,151.47795893719808,0.49669540882511254,152,,153
ENSG00000103811,96.43417874396135,0.4971245282323468,97,,98
ENSG00000157778,29.384793658462453,0.4974569120340019,30,,31
ENSG00000100031,43.38868760064412,0.4977041741541025,44,,45
ENSG00000131067,10.362571503648457,0.498098465654394,11,,12
ENSG00000105197,39.37259202698927,0.4983228379498226,40,,41
ENSG00000100023,57.37445427131156,0.49851833190283595,58,,59
ENSG00000118873,144.393115942029,0.4986087792814567,145,,146
ENSG00000119707,128.3876811594203,0.4986616090466991,129,,130
ENSG00000254351,4.359311967727476,0.4989246827721052,5,,6
ENSG00000177469,7.354027313266444,0.49896131078214234,8,,9
ENSG00000068793,168.3725845410628,0.49915657671894054,169,,170
ENSG00000007350,37.32970422468505,0.5002658038541228,38,,39
ENSG00000101109,252.30072463768113,0.5005847992432988,253,,254
ENSG00000154839,15.327912871627428,0.5007654719788661,16,,17
ENSG00000100596,74.30944759749109,0.5008170263172909,75,,76
ENSG00000173141,27.319734681728455,0.5008919524244788,28,,29
ENSG00000100055,71.30679472718286,0.500924252981218,72,,73
ENSG00000221994,13.323520531400968,0.5012224063048812,14,,15
ENSG00000164402,10.32608695652174,0.5013158597389968,11,,12
ENSG00000079819,31.308121980676336,0.5014006767265322,32,,33
ENSG00000164466,44.29700080515299,0.5016173704231319,45,,46
ENSG00000247137,11.315835137986564,0.5020629964163963,12,,13
ENSG00000187010,152.23840720143806,0.502182716457364,153,,154
ENSG00000115355,112.23882850241546,0.5025360074752802,113,,114
ENSG00000161847,7.319257038147594,0.5026113393549877,8,,9
ENSG00000166847,50.26591614906832,0.5027473564562982,51,,52
ENSG00000140749,106.21918917435221,0.5031456583383204,107,,108
ENSG00000198363,184.1772342995169,0.5032541186101638,185,,186
ENSG00000147144,1.3731302797798963,0.5033018749519523,2,,3
ENSG00000196345,1.3731302797798963,0.5033018749519523,2,,3
ENSG00000151366,1.3731302797798963,0.5033018749519523,2,,3
ENSG00000249965,1.3731302797798963,0.5033018749519523,2,,3
ENSG00000243477,3.335084901872801,0.5033926320597799,4,,5
ENSG00000125846,11.29875982406807,0.5035032963068149,12,,13
ENSG00000065615,214.1515700483092,0.5035112870543603,215,,216
ENSG00000112081,214.15157004830914,0.5035112870543613,215,,216
ENSG00000168274,5.316735921976995,0.5038772611800895,6,,7
ENSG00000063244,26.26546599428447,0.5039075737359103,27,,28
ENSG00000160803,15.284408449370089,0.5039149259013178,16,,17
ENSG00000167414,67.21716387477258,0.5040396288747967,68,,69
ENSG00000172673,35.245809444179024,0.5042700744333841,36,,37
ENSG00000221963,23.257391597562986,0.5046490621908934,24,,25
ENSG00000198223,75.1796497584541,0.5050360433201919,76,,77
ENSG00000231290,5.295429208472686,0.5065181057574328,6,,7
ENSG00000118508,235.95108695652175,0.5070253784855959,237,,238
ENSG00000165392,60.1081831175898,0.5082417665138912,61,,62
ENSG00000224597,28.179982570267896,0.5083057400835358,29,,30
ENSG00000181045,16.209968723844764,0.5090017950849564,17,,18
ENSG00000108179,168.91757246376812,0.509032667779563,170,,171
ENSG00000211460,66.06856961476527,0.5092308747933733,67,,68
ENSG00000258860,9.241507031137898,0.5093474568145766,10,,11
ENSG00000128815,76.04355345563786,0.509407678072102,77,,78
ENSG00000075975,43.10742613731745,0.5097876813196979,44,,45
ENSG00000228300,18.18271409067723,0.5102658967159001,19,,20
ENSG00000077279,1.344947323208193,0.5104443482079206,2,,3
ENSG00000189227,1.344947323208193,0.5104443482079206,2,,3
ENSG00000230207,1.344947323208193,0.5104443482079206,2,,3
ENSG00000265948,1.344947323208193,0.5104443482079206,2,,3
ENSG00000105568,197.8019323671498,0.5106635901174242,199,,200
ENSG00000101199,11.206067455568853,0.5113461654310347,12,,13
ENSG00000228801,3.2839116127723385,0.5114853538325038,4,,5
ENSG00000148120,57.02559828279139,0.5115465009789132,58,,59
ENSG00000100994,268.65036231884056,0.5117552835587885,270,,271
ENSG00000177119,268.65036231884056,0.5117552835587885,270,,271
ENSG00000156515,268.6503623188405,0.5117552835587895,270,,271
ENSG00000142227,268.6503623188405,0.5117552835587895,270,,271
ENSG00000168255,4.262464373101018,0.5122789645604777,5,,6
ENSG00000145936,86.89689009661836,0.5132298450361645,88,,89
ENSG00000102174,48.99669029464427,0.5136286915636722,50,,51
ENSG00000180353,219.6014492753623,0.5139319819115049,221,,222
ENSG00000155657,81.87210144927536,0.5144026323908524,83,,84
ENSG00000121671,21.099637681159418,0.5145877728244319,22,,23
ENSG00000108294,183.63224637681157,0.5145954048049404,185,,186
ENSG00000150054,112.78381642512082,0.5146072239754664,114,,115
ENSG00000039987,26.06987262126011,0.5147251255698282,27,,28
ENSG00000020426,63.916566022544295,0.5147423582198469,65,,66
ENSG00000011295,38.00280316754502,0.5152159695875796,39,,40
ENSG00000130032,7.197963591457905,0.5154324659286658,8,,9
ENSG00000079246,230.5012077294686,0.5154582500010526,232,,233
ENSG00000166037,100.78346547775894,0.5154635789521197,102,,103
ENSG00000205155,6.204670480771875,0.516064851512947,7,,8
ENSG00000167778,57.8945674394044,0.516307795110701,59,,60
ENSG00000104432,50.91942980529938,0.5164145088712279,52,,53
ENSG00000120708,84.78864734299518,0.5167033240639684,86,,87
ENSG00000147202,66.84454035237283,0.5168939237181935,68,,69
ENSG00000130787,26.021857799552414,0.5173875847497988,27,,28
ENSG00000233461,17.08289972596238,0.517412482491135,18,,19
ENSG00000169718,42.911659802592716,0.5182246066681306,44,,45
ENSG00000138758,252.30072463768113,0.5183294497588539,254,,255
ENSG00000232037,11.116695098898058,0.5189452827746459,12,,13
ENSG00000073331,36.92554529335206,0.519015362033267,38,,39
ENSG00000196782,21.02766798418972,0.5190287385467134,22,,23
ENSG00000065559,44.87527473970055,0.5193459904789866,46,,47
ENSG00000198053,17.051264271839365,0.5195831211942082,18,,19
ENSG00000213719,263.2004830917874,0.5196853340163151,265,,266
ENSG00000151327,192.35205314009661,0.5199478394826901,194,,195
ENSG00000155975,149.45371808143545,0.5202881419067118,151,,152
ENSG00000186132,35.88903205111646,0.5210033427505782,37,,38
ENSG00000176102,47.814650124432745,0.5212030680278765,49,,50
ENSG00000063176,12.075265017358374,0.5214819888840014,13,,14
ENSG00000155093,14.05017109500805,0.5217274844293732,15,,16
ENSG00000199223,1.3010869565217393,0.521762133314173,2,,3
ENSG00000256222,1.3010869565217391,0.5217621333141732,2,,3
ENSG00000177842,5.173473869126042,0.5217642698258891,6,,7
ENSG00000008853,12.070048309178746,0.5219084247124981,13,,14
ENSG00000121898,23.950785024154587,0.5222187741528824,25,,26
ENSG00000140022,214.15157004830922,0.5227602770372312,216,,217
ENSG00000075884,155.2928743961353,0.5235328178797036,157,,158
ENSG00000227039,10.07353157770708,0.5237853247948328,11,,12
ENSG00000013810,184.17723429951695,0.5240075022355838,186,,187
ENSG00000137817,115.41314412238327,0.5241452728657072,117,,118
ENSG00000185973,49.716703513783905,0.5246935371976156,51,,52
ENSG00000137216,48.72178370140328,0.5247405775504609,50,,51
ENSG00000145388,52.68981481481483,0.525025396615201,54,,55
ENSG00000134108,235.95108695652175,0.5253547960269364,238,,239
ENSG00000142676,235.9510869565217,0.5253547960269374,238,,239
ENSG00000139323,235.95108695652166,0.5253547960269379,238,,239
ENSG00000117569,42.74216363790373,0.5255436844069563,44,,45
ENSG00000204138,55.65799362674363,0.5255454490960731,57,,58
ENSG00000218175,3.193800816295722,0.5259328031820374,4,,5
ENSG00000206140,6.113976909850159,0.5265057829275457,7,,8
ENSG00000144161,39.74043511501131,0.5265704055374757,41,,42
ENSG00000182732,246.85084541062804,0.5265829944872022,249,,250
ENSG00000156931,246.85084541062798,0.5265829944872032,249,,250
ENSG00000160953,17.93756811268889,0.5266121897230802,19,,20
ENSG00000153879,6.111720122419849,0.5267667167341171,7,,8
ENSG00000185842,56.615380596555774,0.5269175706910838,58,,59
ENSG00000118162,18.92155181511186,0.5269303901265011,20,,21
ENSG00000258352,8.071479385877836,0.5269591984829105,9,,10
ENSG00000173542,187.9921497584541,0.5275559494960469,190,,191
ENSG00000240207,41.70182022084196,0.5276132727682998,43,,44
ENSG00000142409,6.101584301017194,0.5279392979538668,7,,8
ENSG00000157349,9.039121229174482,0.5283949009843656,10,,11
ENSG00000060688,118.23369565217394,0.5284903392562548,120,,121
ENSG00000154122,56.57030605632145,0.5286090352435343,58,,59
ENSG00000149357,268.6503623188406,0.5289207423374179,271,,272
ENSG00000112096,268.6503623188406,0.5289207423374179,271,,272
ENSG00000184500,268.65036231884056,0.5289207423374189,271,,272
ENSG00000166340,268.65036231884056,0.5289207423374189,271,,272
ENSG00000182796,19.876199614946067,0.5291146261170399,21,,22
ENSG00000111802,123.13858695652172,0.5303235866799378,125,,126
ENSG00000169946,8.033766621843716,0.5307469699610569,9,,10
ENSG00000134086,26.767735585670366,0.5309206468063592,28,,29
ENSG00000161542,117.1437198067633,0.5309542864741759,119,,120
ENSG00000129991,19.84516954511061,0.5310865173428463,21,,22
ENSG00000160124,16.882083176840204,0.5312258465411521,18,,19
ENSG00000126561,60.46497584541064,0.531469912231526,62,,63
ENSG00000040531,156.92783816425123,0.5315922434583668,159,,160
ENSG00000111341,11.951504982898992,0.53162442291636,13,,14
ENSG00000198755,208.70169082125608,0.5318014531081692,211,,212
ENSG00000168172,208.70169082125602,0.5318014531081703,211,,212
ENSG00000229944,3.156953685255026,0.5319115892313497,4,,5
ENSG00000214894,8.02099151147028,0.5320321686197553,9,,10
ENSG00000172428,79.32014241796853,0.5320427265274313,81,,82
ENSG00000179364,73.33328431833866,0.5328910690955488,75,,76
ENSG00000125868,219.6014492753623,0.5329027741649752,222,,223
ENSG00000111674,219.60144927536226,0.5329027741649763,222,,223
ENSG00000135519,5.084405362861639,0.5330340409456367,6,,7
ENSG00000163599,5.084405362861639,0.5330340409456367,6,,7
ENSG00000138802,51.45543685281797,0.53447970610893,53,,54
ENSG00000230409,7.01281244543235,0.5352509328010758,8,,9
ENSG00000223959,18.784364493113603,0.5358797139900346,20,,21
ENSG00000152117,19.769692436617902,0.5358882689306954,21,,22
