,chi2,p_value,dof,odds_ratio,unique_count
ENSG00000140319,252.30072463768116,0.5360145807364848,255,,256
ENSG00000059377,252.3007246376811,0.5360145807364858,255,,256
ENSG00000173166,3.128786136032513,0.5365093774916021,4,,5
ENSG00000224228,7.975897948125868,0.5365769465319198,9,,10
ENSG00000205456,11.890585326686669,0.5366356869334092,13,,14
ENSG00000175137,21.728911185432928,0.5366637938150738,23,,24
ENSG00000104221,14.826339566176769,0.5373926253278758,16,,17
ENSG00000257103,159.65277777777777,0.537423007198245,162,,163
ENSG00000161277,8.940524441169247,0.5377572037238254,10,,11
ENSG00000233766,10.89410253793291,0.5380153059479913,12,,13
ENSG00000198355,13.828039053905393,0.5386090670536379,15,,16
ENSG00000112305,96.97916666666667,0.5386851126084554,99,,100
ENSG00000154309,7.952879803630437,0.5389017118309931,9,,10
ENSG00000188765,2.1646914637919137,0.5389364933716831,3,,4
ENSG00000165240,35.507772654768516,0.5390328817164072,37,,38
ENSG00000234086,3.1125884546729568,0.539163947249244,4,,5
ENSG00000101191,44.40386118215404,0.5392702405811067,46,,47
ENSG00000152133,39.441799057748405,0.5399722996051799,41,,42
ENSG00000182973,89.97217908902692,0.5403605844791713,92,,93
ENSG00000144815,44.37246786863414,0.5405991369785174,46,,47
ENSG00000220785,3.100184883836416,0.5412019218117472,4,,5
ENSG00000205581,214.1515700483092,0.541926628872533,217,,218
ENSG00000080503,214.15157004830917,0.5419266288725335,217,,218
ENSG00000122884,45.30048125836169,0.5431653864133781,47,,48
ENSG00000142687,57.1703882221785,0.5432489150823852,59,,60
ENSG00000260792,8.882222849614154,0.5433164340452882,10,,11
ENSG00000165626,44.3066380805324,0.5433862996782675,46,,47
ENSG00000117289,235.95108695652175,0.5436050633687127,239,,240
ENSG00000128641,12.783789100924652,0.5436145930413845,14,,15
ENSG00000162909,246.850845410628,0.5444213297106301,250,,251
ENSG00000133706,133.4933574879227,0.5447596808853468,136,,137
ENSG00000211689,27.498540678024227,0.5448266994937478,29,,30
ENSG00000250535,48.21572348746263,0.545248786060402,50,,51
ENSG00000069275,112.60215378421901,0.5458440511722054,115,,116
ENSG00000147604,268.65036231884056,0.546011561236888,272,,273
ENSG00000074800,268.6503623188405,0.5460115612368889,272,,273
ENSG00000004468,33.38544607566347,0.5461454637811354,35,,36
ENSG00000147206,84.81874933641238,0.5462090097691996,87,,88
ENSG00000165457,16.655946682621988,0.5468670230346637,18,,19
ENSG00000174231,180.08982487922702,0.5469774651873056,183,,184
ENSG00000063046,123.47396413972501,0.547013249519793,126,,127
ENSG00000131797,19.594266660665525,0.5470747675559079,21,,22
ENSG00000165071,118.50618961352657,0.5471551948814499,121,,122
ENSG00000100226,46.183497460671376,0.5475458615032165,48,,49
ENSG00000129235,85.71608293075684,0.5490575771543961,88,,89
ENSG00000228541,36.27907242717026,0.5491871159463811,38,,39
ENSG00000136450,32.31125909115041,0.5505251197087568,34,,35
ENSG00000228340,21.49833937198068,0.5506827222802326,23,,24
ENSG00000188312,23.458880340673822,0.5507867121877814,25,,26
ENSG00000070423,24.43939488589038,0.5508555915653832,26,,27
ENSG00000108576,136.21829710144928,0.5508846741012947,139,,140
ENSG00000182400,99.52244363929151,0.5509633116726176,102,,103
ENSG00000267060,3.0407072798377146,0.5510363974459596,4,,5
ENSG00000253736,4.942719331492412,0.5511805657748285,6,,7
ENSG00000159208,4.940323955669223,0.5514895506949706,6,,7
ENSG00000134077,41.15601563291781,0.5515313899623215,43,,44
ENSG00000231621,5.899503576134012,0.5515317190495019,7,,8
ENSG00000157045,219.60144927536228,0.5517706995235941,223,,224
ENSG00000103187,138.16468253968253,0.5517983369460698,141,,142
ENSG00000184992,3.033118652288029,0.5522984523199806,4,,5
ENSG00000119673,11.700117113160593,0.5523742371987235,13,,14
ENSG00000131725,230.50120772946863,0.5523826329990782,234,,235
ENSG00000228651,230.5012077294686,0.5523826329990787,234,,235
ENSG00000223804,2.095371918741484,0.5528496230037965,3,,4
ENSG00000116786,35.21433337039921,0.5529448334478024,37,,38
ENSG00000070961,81.62472432262132,0.5530722841754337,84,,85
ENSG00000104626,29.30849059597186,0.5531704134590292,31,,32
ENSG00000231999,8.779159698996656,0.5531826660085134,10,,11
ENSG00000256777,3.025783619817998,0.5535198834022006,4,,5
ENSG00000075151,252.30072463768116,0.5536057808785793,256,,257
ENSG00000115548,115.27518978605937,0.5537953267392545,118,,119
ENSG00000259476,7.804795001508451,0.5539317400191666,9,,10
ENSG00000020633,24.383980552458805,0.5540188678410544,26,,27
ENSG00000110046,18.50090579710145,0.5544474302650684,20,,21
ENSG00000189326,19.477637398833046,0.5545289550796255,21,,22
ENSG00000060138,178.72735507246375,0.554708939558731,182,,183
ENSG00000102032,9.728691760934066,0.5549440778517696,11,,12
ENSG00000250220,3.0156337368333563,0.5552125490525439,4,,5
ENSG00000123358,16.52944741033459,0.5556484826402561,18,,19
ENSG00000153094,8.752819934372438,0.5557116343018785,10,,11
ENSG00000100601,20.435443671797636,0.5558218375688533,22,,23
ENSG00000148358,38.098376909518215,0.5561252783169055,40,,41
ENSG00000144228,56.81284898676203,0.5565685125871277,59,,60
ENSG00000227077,3.949728260869565,0.5566763709402267,5,,6
ENSG00000073614,128.04347826086956,0.5567630160051651,131,,132
ENSG00000269931,2.0740809852584436,0.5571741271887731,3,,4
ENSG00000105672,6.8095054035482265,0.5573183245250404,8,,9
ENSG00000130724,171.6425120772947,0.5576146363197098,175,,176
ENSG00000162804,9.697254738015609,0.557807321885333,11,,12
ENSG00000262402,2.069519927536232,0.5581036580748631,3,,4
ENSG00000151116,49.868536461407324,0.558148453563641,52,,53
ENSG00000160972,10.660668149575,0.5582012940847643,12,,13
ENSG00000100075,61.699508326245386,0.5583070121016499,64,,65
ENSG00000243587,3.9361542122371276,0.5586443912867504,5,,6
ENSG00000153975,40.991962002192174,0.5587292484552754,43,,44
ENSG00000167780,4.884163757537288,0.5587536880289652,6,,7
ENSG00000072210,40.99122679462944,0.5587615072125957,43,,44
ENSG00000175183,9.686410012496971,0.5587958034780294,11,,12
ENSG00000081665,20.38600080025843,0.5589083025179211,22,,23
ENSG00000236266,8.718164249323303,0.5590433939253792,10,,11
ENSG00000226711,2.062112650112008,0.5596155758308721,3,,4
ENSG00000166268,2.9878599661208356,0.5598590572848381,4,,5
ENSG00000262179,2.9878599661208356,0.5598590572848381,4,,5
ENSG00000253256,2.9878599661208356,0.5598590572848381,4,,5
ENSG00000169813,118.00012939958593,0.5602074279571224,121,,122
ENSG00000090989,76.45224178678853,0.5602870148881142,79,,80
ENSG00000108370,142.75815217391303,0.5604216588018829,146,,147
ENSG00000104774,120.95863526570048,0.5605217076337002,124,,125
ENSG00000253394,214.1515700483092,0.5609666493812573,218,,219
ENSG00000205045,18.398364379471676,0.5611839253302462,20,,21
ENSG00000254986,44.86794053370139,0.5612851639380445,47,,48
ENSG00000197575,1.1537994456031515,0.5616369002803927,2,,3
ENSG00000119729,15.470302695339544,0.5616456444942377,17,,18
ENSG00000153317,235.95108695652175,0.5617384474491088,240,,241
ENSG00000175166,235.9510869565217,0.56173844744911,240,,241
ENSG00000139437,35.025151259321795,0.5619215953179411,37,,38
ENSG00000100836,7.725347579427387,0.5620439555868095,9,,10
ENSG00000155368,122.86609299516911,0.5623692783872226,126,,127
ENSG00000132471,268.65036231884056,0.5629967416201742,273,,274
ENSG00000102316,268.65036231884056,0.5629967416201742,273,,274
ENSG00000067167,268.65036231884056,0.5629967416201742,273,,274
ENSG00000163449,7.7124782141733315,0.5633609489193869,9,,10
ENSG00000090487,87.20214726153543,0.5639116716301702,90,,91
ENSG00000167554,8.664538411688465,0.5642082289896402,10,,11
ENSG00000171421,13.488182657779845,0.5646456556470781,15,,16
ENSG00000128655,5.788228334812185,0.5646831606901999,7,,8
ENSG00000268278,5.788228334812185,0.5646831606901999,7,,8
ENSG00000165434,162.37771739130437,0.5649760847309913,166,,167
ENSG00000083223,140.57820048309182,0.5650856439640234,144,,145
ENSG00000101846,17.365290569001214,0.5651350812964628,19,,20
ENSG00000227403,2.0337217012408826,0.5654372221728121,3,,4
ENSG00000172175,37.886904761904766,0.56576004082804,40,,41
ENSG00000144460,3.878739059129721,0.5670034737441337,5,,6
ENSG00000266237,1.1342434097911676,0.5671555326214592,2,,3
ENSG00000205534,37.84679742560177,0.567587178643791,40,,41
ENSG00000142599,36.863608915239354,0.5677064159595351,39,,40
ENSG00000167965,37.841736733414464,0.567817714815271,40,,41
ENSG00000152689,61.41339638622249,0.5685213334562553,64,,65
ENSG00000112561,17.314755612389884,0.5685531175902412,19,,20
ENSG00000138686,39.78521061282273,0.5686321065671371,42,,43
ENSG00000159322,25.10364409141583,0.5686535491805045,27,,28
ENSG00000125870,103.83044340924778,0.5687283305275286,107,,108
ENSG00000181789,129.52980895915675,0.5689376565534495,133,,134
ENSG00000164674,67.30760198604403,0.5690553913979173,70,,71
ENSG00000258760,4.804143210763764,0.569167596633241,6,,7
ENSG00000085491,38.78284095131922,0.5696021583570069,41,,42
ENSG00000213371,1.1254084967320261,0.5696664594041079,2,,3
ENSG00000119943,22.15823438682265,0.5698227983213611,24,,25
ENSG00000164733,186.90217391304344,0.5702465789943448,191,,192
ENSG00000088205,86.98772141706925,0.5703324238154494,90,,91
ENSG00000171451,6.6907697902942465,0.5703337352878897,8,,9
ENSG00000171067,20.20289292465568,0.5703499453254453,22,,23
ENSG00000100532,219.60144927536237,0.5704941701951367,224,,225
ENSG00000152234,219.60144927536234,0.5704941701951374,224,,225
ENSG00000168216,219.6014492753623,0.5704941701951379,224,,225
ENSG00000169598,11.477759547899007,0.5708599210293547,13,,14
ENSG00000221983,252.30072463768118,0.5710693240481928,257,,258
ENSG00000124172,252.30072463768113,0.5710693240481938,257,,258
ENSG00000180596,252.30072463768113,0.5710693240481938,257,,258
ENSG00000106511,3.8503481102585955,0.5711572181918676,5,,6
ENSG00000019485,3.850348110258596,0.5711572181918676,5,,6
ENSG00000178773,2.0055387446691793,0.5712579135261135,3,,4
ENSG00000242265,2.0055387446691793,0.5712579135261135,3,,4
ENSG00000196236,20.183064840651767,0.5715897174026963,22,,23
ENSG00000237310,18.238070590555058,0.5717287601721072,20,,21
ENSG00000092009,17.264713679745494,0.5719393552931659,19,,20
ENSG00000113658,106.61826624462496,0.5735005840616739,110,,111
ENSG00000050730,23.065179649758452,0.5737571813473679,25,,26
ENSG00000251578,2.905379311313335,0.5737827637705168,4,,5
ENSG00000114302,25.005600358422942,0.5741481205639635,27,,28
ENSG00000131477,7.601147342995169,0.5747854100802174,9,,10
ENSG00000115268,211.4266304347826,0.5751376543729434,216,,217
ENSG00000126247,222.32638888888886,0.575156694215943,227,,228
ENSG00000100600,200.5268719806763,0.5751680806322399,205,,206
ENSG00000142192,189.62711352657007,0.57525640740861,194,,195
ENSG00000048544,125.31853864734299,0.5752652972243981,129,,130
ENSG00000161265,25.956938257662895,0.575411647244967,28,,29
ENSG00000164941,80.90202294685992,0.5754998970088805,84,,85
ENSG00000134644,116.41706924315619,0.5755263541025482,120,,121
ENSG00000108021,53.32410054217121,0.5767911975876209,56,,57
ENSG00000164180,32.748489168003914,0.5772575766206728,35,,36
ENSG00000259120,22.02933829987858,0.5775155939624097,24,,25
ENSG00000140718,50.353146501244346,0.5778558515161736,53,,54
ENSG00000186231,9.473775017253281,0.5782470142024723,11,,12
ENSG00000198625,84.7445187662579,0.5784965397048881,88,,89
ENSG00000047644,71.94429438315308,0.5786004442018292,75,,76
ENSG00000151012,17.166080305258,0.5786172534002596,19,,20
ENSG00000205078,1.0933503836317138,0.578871250271395,2,,3
ENSG00000110801,1.0933503836317136,0.578871250271395,2,,3
ENSG00000270394,1.0933503836317138,0.578871250271395,2,,3
ENSG00000230641,16.19411702975799,0.5790019223805093,18,,19
ENSG00000116954,28.81032680300166,0.5791111546491032,31,,32
ENSG00000143603,55.225144046900176,0.5791297548394623,58,,59
ENSG00000198467,113.30403216952132,0.579451410536275,117,,118
ENSG00000163466,268.65036231884056,0.5798459781851094,274,,275
ENSG00000168385,268.65036231884056,0.5798459781851094,274,,275
ENSG00000088832,268.65036231884056,0.5798459781851094,274,,275
ENSG00000246985,47.3351088449594,0.5809588451271447,50,,51
ENSG00000154102,8.481127842042282,0.581948535024962,10,,11
ENSG00000126790,20.00494972641924,0.5827301200000287,22,,23
ENSG00000175662,122.0486111111111,0.5829484539756015,126,,127
ENSG00000164304,3.7664141414141405,0.5835123099084142,5,,6
ENSG00000273102,2.8429835562987735,0.5844360050914947,4,,5
ENSG00000126698,216.87650966183568,0.5844689404774355,222,,223
ENSG00000185158,18.039762170196955,0.5847888183926815,20,,21
ENSG00000272447,3.7531354515050164,0.5854768539031538,5,,6
ENSG00000235560,4.678974005060962,0.5855954153495262,6,,7
ENSG00000160584,54.06808801025137,0.5857756459466748,57,,58
ENSG00000059691,39.39210950080517,0.586072725246388,42,,43
ENSG00000224157,5.602858293075684,0.5868079492843977,7,,8
ENSG00000172273,76.59661835748793,0.587083585227785,80,,81
ENSG00000103642,30.60034940292502,0.5871320201331239,33,,34
ENSG00000171552,209.79166666666669,0.587455121927476,215,,216
ENSG00000223298,47.16916700952029,0.5876721865424545,50,,51
ENSG00000090565,47.15559221877158,0.5882209610992827,50,,51
ENSG00000143409,252.30072463768118,0.5883723586288352,258,,259
ENSG00000103876,252.30072463768116,0.5883723586288356,258,,259
ENSG00000165233,252.30072463768113,0.5883723586288362,258,,259
ENSG00000092140,59.87457226247987,0.5884241037888762,63,,64
ENSG00000137824,49.10485492243528,0.5884658048278868,52,,53
ENSG00000221957,23.780101993417208,0.5885377662095453,26,,27
ENSG00000106868,230.50120772946863,0.5887549187927127,236,,237
ENSG00000198718,67.70552967563839,0.588878050030237,71,,72
ENSG00000100811,96.20061249137336,0.5889417198453847,100,,101
ENSG00000110203,22.804431117774442,0.5889822673510352,25,,26
ENSG00000240356,208.70169082125605,0.5893796025378747,214,,215
ENSG00000122591,129.67844202898553,0.5894092328008128,134,,135
ENSG00000103356,16.03793462710705,0.5898997797381792,18,,19
ENSG00000156970,16.037934627107045,0.5898997797381793,18,,19
ENSG00000137075,78.449577294686,0.590592334028049,82,,83
ENSG00000269378,1.0527768342391306,0.5907346086792292,2,,3
ENSG00000139117,92.20269205674941,0.5907402387174606,96,,97
ENSG00000255322,11.238624873609709,0.5908348314783383,13,,14
ENSG00000118620,27.607352833535693,0.5912352709067762,30,,31
ENSG00000118418,104.95934696342304,0.5916577085346276,109,,110
ENSG00000136270,51.95408712255461,0.5917471183908802,55,,56
ENSG00000110079,37.304997685432475,0.5922389635710156,40,,41
ENSG00000144647,3.7074219073281625,0.5922598596395926,5,,6
ENSG00000131069,107.87892512077293,0.5925471344705893,112,,113
ENSG00000139428,28.5519222373842,0.5925572423472445,31,,32
ENSG00000226149,18.883891537877044,0.5925882329473245,21,,22
ENSG00000173890,10.265772087605738,0.5926570286885862,12,,13
ENSG00000174928,11.206067455568855,0.5935593723057675,13,,14
ENSG00000172936,70.4911590921711,0.5940827586541724,74,,75
ENSG00000181467,18.859767091864278,0.5941355269378913,21,,22
ENSG00000062822,21.744881527490225,0.5944907618431363,24,,25
ENSG00000147416,200.52687198067633,0.5945023293720786,206,,207
ENSG00000240225,189.62711352657004,0.5951302228344747,195,,196
ENSG00000078304,134.34976708074535,0.5955961912672798,139,,140
ENSG00000005448,38.202807319361916,0.5956431738215123,41,,42
ENSG00000089335,17.873839718490885,0.5957187941088832,20,,21
ENSG00000171604,14.033501519188206,0.5962179424361744,16,,17
ENSG00000158869,268.65036231884056,0.5965298169084116,275,,276
ENSG00000089053,268.65036231884056,0.5965298169084116,275,,276
ENSG00000118007,167.8275966183575,0.5967526587485926,173,,174
ENSG00000174028,1.883920066024666,0.5968454044000877,3,,4
ENSG00000003756,90.02408270071314,0.5969058361380913,94,,95
ENSG00000180628,246.850845410628,0.5971228486855927,253,,254
ENSG00000204623,13.066597653554178,0.5971538737266011,15,,16
ENSG00000229055,1.8822234452394058,0.5972076677868854,3,,4
ENSG00000226310,18.8117916310797,0.5972121416146894,21,,22
ENSG00000168002,235.95108695652175,0.5975082895345621,242,,243
ENSG00000142444,4.586078539501944,0.5978855372508509,6,,7
ENSG00000198862,60.58404883692608,0.5980260008617877,64,,65
ENSG00000115363,8.314482320358147,0.5981482421520096,10,,11
ENSG00000138326,214.15157004830917,0.5984985513231083,220,,221
ENSG00000165929,214.15157004830917,0.5984985513231083,220,,221
ENSG00000141574,19.743143186920697,0.5991029882802141,22,,23
ENSG00000124370,17.80541475957355,0.6002248368475384,20,,21
ENSG00000226266,13.976078615974343,0.6004960058042503,16,,17
ENSG00000132613,8.287065039493347,0.6008190741179609,10,,11
ENSG00000183439,5.485564304461941,0.6009256561370502,7,,8
ENSG00000132623,16.835381958553437,0.6010193464604626,19,,20
ENSG00000119321,100.66584967320263,0.6014556701967215,105,,106
ENSG00000124882,10.163927973385496,0.6015818435500546,12,,13
ENSG00000138668,104.58422540623626,0.6017520411004336,109,,110
ENSG00000115919,100.64460932091735,0.6020371711822473,105,,106
ENSG00000205423,23.540546862557726,0.6022191661253049,26,,27
ENSG00000102805,20.645468661773013,0.602728444254226,23,,24
ENSG00000083454,1.0125190323126372,0.602745928898324,2,,3
ENSG00000247240,11.089070048309178,0.6033560300807785,13,,14
ENSG00000226419,7.319863253856943,0.6038549373888864,9,,10
ENSG00000229937,3.6267232237539764,0.6043054379887468,5,,6
ENSG00000181826,16.785414228703456,0.6044028896202011,19,,20
ENSG00000092470,17.733473824312334,0.6049605919873003,20,,21
ENSG00000052723,29.2775034948948,0.6050401126461162,32,,33
ENSG00000168477,48.67788913984567,0.6053357049305372,52,,53
ENSG00000130985,184.1772342995169,0.6054627755739737,190,,191
ENSG00000085644,3.6170342837580085,0.605757498713709,5,,6
ENSG00000198546,12.95520451770452,0.60575803801068,15,,16
ENSG00000132612,27.329601256231687,0.605916168470751,30,,31
